      1 GO:0000001	mitochondrion inheritance
      1 GO:1900368	regulation of RNA interference
      1 GO:1900376	regulation of secondary metabolite biosynthetic process
      1 GO:1900378	positive regulation of secondary metabolite biosynthetic process
      1 GO:1900402	obsolete regulation of carbohydrate metabolic process by regulation of transcription from RNA polymerase II promoter
      1 GO:1900457	regulation of brassinosteroid mediated signaling pathway
      1 GO:1900459	positive regulation of brassinosteroid mediated signaling pathway
      1 GO:1900558	austinol metabolic process
      1 GO:1900560	austinol biosynthetic process
      1 GO:1900561	dehydroaustinol metabolic process
      1 GO:1900563	dehydroaustinol biosynthetic process
      1 GO:1900746	regulation of vascular endothelial growth factor signaling pathway
      1 GO:1900750	oligopeptide binding
      1 GO:1900756	protein processing in phagocytic vesicle
      1 GO:1901000	regulation of response to salt stress
      1 GO:1901002	positive regulation of response to salt stress
      1 GO:1901016	regulation of potassium ion transmembrane transporter activity
      1 GO:1901017	negative regulation of potassium ion transmembrane transporter activity
      1 GO:1901020	negative regulation of calcium ion transmembrane transporter activity
      1 GO:1901021	positive regulation of calcium ion transmembrane transporter activity
      1 GO:1901046	positive regulation of oviposition
      1 GO:1901069	guanosine-containing compound catabolic process
      1 GO:1901073	glucosamine-containing compound biosynthetic process
      1 GO:1901142	insulin metabolic process
      1 GO:1901143	insulin catabolic process
      1 GO:1901162	primary amino compound biosynthetic process
      1 GO:1901201	regulation of extracellular matrix assembly
      1 GO:1901202	negative regulation of extracellular matrix assembly
      1 GO:1901222	regulation of NIK/NF-kappaB signaling
      1 GO:1901224	positive regulation of NIK/NF-kappaB signaling
      1 GO:1901255	nucleotide-excision repair involved in interstrand cross-link repair
      1 GO:1901259	chloroplast rRNA processing
      1 GO:1901261	regulation of sorocarp spore cell differentiation
      1 GO:1901337	thioester transport
      1 GO:1901338	catecholamine binding
      1 GO:1901339	regulation of store-operated calcium channel activity
      1 GO:1901341	positive regulation of store-operated calcium channel activity
      1 GO:1901355	response to rapamycin
      1 GO:1901367	response to L-cysteine
      1 GO:1901376	organic heteropentacyclic compound metabolic process
      1 GO:1901377	organic heteropentacyclic compound catabolic process
      1 GO:1901379	regulation of potassium ion transmembrane transport
      1 GO:1901380	negative regulation of potassium ion transmembrane transport
      1 GO:1901401	regulation of tetrapyrrole metabolic process
      1 GO:1901402	negative regulation of tetrapyrrole metabolic process
      1 GO:1901421	positive regulation of response to alcohol
      1 GO:1901423	response to benzene
      1 GO:1901463	regulation of tetrapyrrole biosynthetic process
      1 GO:1901464	negative regulation of tetrapyrrole biosynthetic process
      1 GO:1901567	fatty acid derivative binding
      1 GO:1901660	calcium ion export
      1 GO:1901673	regulation of mitotic spindle assembly
      1 GO:1901691	proton binding
      1 GO:1901797	negative regulation of signal transduction by p53 class mediator
      1 GO:1901837	negative regulation of transcription of nucleolar large rRNA by RNA polymerase I
      1 GO:1901857	positive regulation of cellular respiration
      1 GO:1901861	regulation of muscle tissue development
      1 GO:1901863	positive regulation of muscle tissue development
      1 GO:1901888	regulation of cell junction assembly
      1 GO:1901889	negative regulation of cell junction assembly
      1 GO:1901921	phosphorylation of RNA polymerase II C-terminal domain involved in recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex
      1 GO:1901962	S-adenosyl-L-methionine transmembrane transport
      1 GO:1901984	negative regulation of protein acetylation
      1 GO:1901985	positive regulation of protein acetylation
      1 GO:1902007	regulation of toxin transport
      1 GO:1902009	positive regulation of toxin transport
      1 GO:1902018	negative regulation of cilium assembly
      1 GO:1902065	response to L-glutamate
      1 GO:1902107	positive regulation of leukocyte differentiation
      1 GO:1902117	positive regulation of organelle assembly
      1 GO:1902171	regulation of tocopherol cyclase activity
      1 GO:1902183	regulation of shoot apical meristem development
      1 GO:1902187	negative regulation of viral release from host cell
      1 GO:1902189	2-methylbutanoyl-CoA(4-) metabolic process
      1 GO:1902190	2-methylbutanoyl-CoA(4-) catabolic process
      1 GO:1902192	2-methylbut-2-enoyl-CoA(4-) metabolic process
      1 GO:1902195	isovaleryl-CoA(4-) metabolic process
      1 GO:1902196	isovaleryl-CoA(4-) catabolic process
      1 GO:1902198	3-methylbut-2-enoyl-CoA(4-) metabolic process
      1 GO:1902223	erythrose 4-phosphate/phosphoenolpyruvate family amino acid biosynthetic process
      1 GO:1902288	regulation of defense response to oomycetes
      1 GO:1902289	negative regulation of defense response to oomycetes
      1 GO:1902305	regulation of sodium ion transmembrane transport
      1 GO:1902306	negative regulation of sodium ion transmembrane transport
      1 GO:1902325	negative regulation of chlorophyll biosynthetic process
      1 GO:1902358	sulfate transmembrane transport
      1 GO:1902408	mitotic cytokinesis, site selection
      1 GO:1902412	regulation of mitotic cytokinesis
      1 GO:1902415	regulation of mRNA binding
      1 GO:1902416	positive regulation of mRNA binding
      1 GO:1902440	protein localization to mitotic spindle pole body
      1 GO:1902463	protein localization to cell leading edge
      1 GO:1902495	transmembrane transporter complex
      1 GO:1902500	vacuolar HOPS complex
      1 GO:1902510	regulation of apoptotic DNA fragmentation
      1 GO:1902511	negative regulation of apoptotic DNA fragmentation
      1 GO:1902547	regulation of cellular response to vascular endothelial growth factor stimulus
      1 GO:1902555	endoribonuclease complex
      1 GO:1902559	3'-phospho-5'-adenylyl sulfate transmembrane transport
      1 GO:1902576	negative regulation of nuclear cell cycle DNA replication
      1 GO:1902579	multi-organism localization
      1 GO:1902584	positive regulation of response to water deprivation
      1 GO:1902605	heterotrimeric G-protein complex assembly
      1 GO:1902610	response to N-phenylthiourea
      1 GO:1902622	regulation of neutrophil migration
      1 GO:1902624	positive regulation of neutrophil migration
      1 GO:1902645	tertiary alcohol biosynthetic process
      1 GO:1902660	negative regulation of glucose mediated signaling pathway
      1 GO:1902661	positive regulation of glucose mediated signaling pathway
      1 GO:1902681	regulation of replication fork arrest at rDNA repeats
      1 GO:1902744	negative regulation of lamellipodium organization
      1 GO:1902774	late endosome to lysosome transport
      1 GO:1902775	mitochondrial large ribosomal subunit assembly
      1 GO:1902802	regulation of heterochromatin domain assembly
      1 GO:1902855	regulation of non-motile cilium assembly
      1 GO:1902914	regulation of protein polyubiquitination
      1 GO:1902915	negative regulation of protein polyubiquitination
      1 GO:1902932	positive regulation of alcohol biosynthetic process
      1 GO:1902977	mitotic DNA replication preinitiation complex assembly
      1 GO:1903036	positive regulation of response to wounding
      1 GO:1903038	negative regulation of leukocyte cell-cell adhesion
      1 GO:1903054	negative regulation of extracellular matrix organization
      1 GO:1903055	positive regulation of extracellular matrix organization
      1 GO:1903059	regulation of protein lipidation
      1 GO:1903061	positive regulation of protein lipidation
      1 GO:1903069	regulation of ER-associated ubiquitin-dependent protein catabolic process
      1 GO:1903070	negative regulation of ER-associated ubiquitin-dependent protein catabolic process
      1 GO:1903104	regulation of insulin receptor signaling pathway involved in determination of adult lifespan
      1 GO:1903136	cuprous ion binding
      1 GO:1903165	response to polycyclic arene
      1 GO:1903170	negative regulation of calcium ion transmembrane transport
      1 GO:1903173	fatty alcohol metabolic process
      1 GO:1903182	regulation of SUMO transferase activity
      1 GO:1903211	mitotic recombination involved in replication fork processing
      1 GO:1903299	regulation of hexokinase activity
      1 GO:1903301	positive regulation of hexokinase activity
      1 GO:1903317	regulation of protein maturation
      1 GO:1903319	positive regulation of protein maturation
      1 GO:1903326	regulation of tRNA metabolic process
      1 GO:1903328	positive regulation of tRNA metabolic process
      1 GO:1903333	negative regulation of protein folding
      1 GO:1903334	positive regulation of protein folding
      1 GO:1903338	regulation of cell wall organization or biogenesis
      1 GO:1903352	L-ornithine transmembrane transport
      1 GO:1903359	lateral cortical node assembly
      1 GO:1903360	protein localization to lateral cortical node
      1 GO:1903371	regulation of endoplasmic reticulum tubular network organization
      1 GO:1903373	positive regulation of endoplasmic reticulum tubular network organization
      1 GO:1903391	regulation of adherens junction organization
      1 GO:1903392	negative regulation of adherens junction organization
      1 GO:1903420	protein localization to endoplasmic reticulum tubular network
      1 GO:1903423	positive regulation of synaptic vesicle recycling
      1 GO:1903427	negative regulation of reactive oxygen species biosynthetic process
      1 GO:1903429	regulation of cell maturation
      1 GO:1903431	positive regulation of cell maturation
      1 GO:1903436	regulation of mitotic cytokinetic process
      1 GO:1903457	lactate catabolic process
      1 GO:1903460	mitotic DNA replication leading strand elongation
      1 GO:1903464	negative regulation of mitotic cell cycle DNA replication
      1 GO:1903524	positive regulation of blood circulation
      1 GO:1903541	regulation of exosomal secretion
      1 GO:1903543	positive regulation of exosomal secretion
      1 GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production
      1 GO:1903576	response to L-arginine
      1 GO:1903608	protein localization to cytoplasmic stress granule
      1 GO:1903624	regulation of DNA catabolic process
      1 GO:1903625	negative regulation of DNA catabolic process
      1 GO:1903630	regulation of aminoacyl-tRNA ligase activity
      1 GO:1903632	positive regulation of aminoacyl-tRNA ligase activity
      1 GO:1903654	phosphorylation of RNA polymerase II C-terminal domain serine 5 residues involved in positive regulation of transcription elongation from RNA polymerase II promoter
      1 GO:1903655	phosphorylation of RNA polymerase II C-terminal domain serine 2 residues involved in positive regulation of transcription elongation from RNA polymerase II promoter
      1 GO:1903665	negative regulation of asexual reproduction
      1 GO:1903673	mitotic cleavage furrow formation
      1 GO:1903689	regulation of wound healing, spreading of epidermal cells
