      1 GO:0000027	ribosomal large subunit assembly
     20 GO:0006996	organelle organization
     20 GO:0010033	response to organic substance
     20 GO:0010604	positive regulation of macromolecule metabolic process
     20 GO:0016787	hydrolase activity
     20 GO:0070887	cellular response to chemical stimulus
     20 GO:0140096	catalytic activity, acting on a protein
     21 GO:0006793	phosphorus metabolic process
     21 GO:0009891	positive regulation of biosynthetic process
     21 GO:0031328	positive regulation of cellular biosynthetic process
     21 GO:0043228	non-membrane-bounded organelle
     21 GO:0043232	intracellular non-membrane-bounded organelle
     21 GO:0051173	positive regulation of nitrogen compound metabolic process
     21 GO:1901566	organonitrogen compound biosynthetic process
     21 GO:1901575	organic substance catabolic process
     22 GO:0006139	nucleobase-containing compound metabolic process
     22 GO:0007154	cell communication
     22 GO:0019219	regulation of nucleobase-containing compound metabolic process
     22 GO:0043412	macromolecule modification
     22 GO:0048523	negative regulation of cellular process
     22 GO:0048731	system development
     22 GO:0071944	cell periphery
     23 GO:0006810	transport
     23 GO:0007275	multicellular organism development
     23 GO:0010556	regulation of macromolecule biosynthetic process
     23 GO:0031325	positive regulation of cellular metabolic process
     23 GO:0051234	establishment of localization
     23 GO:0051704	multi-organism process
     23 GO:2000112	regulation of cellular macromolecule biosynthetic process
     24 GO:0009056	catabolic process
     24 GO:0009605	response to external stimulus
     24 GO:0009893	positive regulation of metabolic process
     24 GO:0012505	endomembrane system
     24 GO:0032991	protein-containing complex
     24 GO:0044248	cellular catabolic process
     24 GO:0051179	localization
     25 GO:0016740	transferase activity
     26 GO:0010468	regulation of gene expression
     26 GO:0032501	multicellular organismal process
     26 GO:0044267	cellular protein metabolic process
     26 GO:0044281	small molecule metabolic process
     26 GO:1901363	heterocyclic compound binding
     27 GO:0009889	regulation of biosynthetic process
     27 GO:0031326	regulation of cellular biosynthetic process
     27 GO:0031981	nuclear lumen
     27 GO:0044428	obsolete nuclear part
     27 GO:0048519	negative regulation of biological process
     27 GO:0051171	regulation of nitrogen compound metabolic process
     27 GO:0097159	organic cyclic compound binding
     28 GO:0006725	cellular aromatic compound metabolic process
     28 GO:0032502	developmental process
     28 GO:0046483	heterocycle metabolic process
     28 GO:0048856	anatomical structure development
     28 GO:0060255	regulation of macromolecule metabolic process
     28 GO:0080090	regulation of primary metabolic process
     29 GO:0031323	regulation of cellular metabolic process
     29 GO:0048522	positive regulation of cellular process
     30 GO:0006950	response to stress
     30 GO:0019222	regulation of metabolic process
     30 GO:0042221	response to chemical
     31 GO:0016043	cellular component organization
     31 GO:0019538	protein metabolic process
     31 GO:0034641	cellular nitrogen compound metabolic process
     31 GO:0048518	positive regulation of biological process
     32 GO:1901360	organic cyclic compound metabolic process
     33 GO:0005515	protein binding
     33 GO:0005829	cytosol
     33 GO:0031974	membrane-enclosed lumen
     33 GO:0043233	organelle lumen
     33 GO:0044260	cellular macromolecule metabolic process
     33 GO:0070013	intracellular organelle lumen
     34 GO:0051716	cellular response to stimulus
     34 GO:1901576	organic substance biosynthetic process
     35 GO:0071840	cellular component organization or biogenesis
     36 GO:0044249	cellular biosynthetic process
     39 GO:0009058	biosynthetic process
     39 GO:0016020	membrane
     40 GO:0005634	nucleus
     41 GO:0043170	macromolecule metabolic process
     43 GO:0050794	regulation of cellular process
     46 GO:0050789	regulation of biological process
     48 GO:0065007	biological regulation
     48 GO:1901564	organonitrogen compound metabolic process
     49 GO:0005488	binding
     49 GO:0050896	response to stimulus
     54 GO:0044446	obsolete intracellular organelle part
     55 GO:0044422	obsolete organelle part
     56 GO:0006807	nitrogen compound metabolic process
     58 GO:0044238	primary metabolic process
     60 GO:0003824	catalytic activity
     61 GO:0044444	obsolete cytoplasmic part
     63 GO:0044237	cellular metabolic process
     65 GO:0071704	organic substance metabolic process
     70 GO:0008152	metabolic process
     70 GO:0043231	intracellular membrane-bounded organelle
     72 GO:0043226	organelle
     72 GO:0043227	membrane-bounded organelle
     72 GO:0043229	intracellular organelle
     78 GO:0009987	cellular process
     79 GO:0005737	cytoplasm
     82 GO:0003674	molecular_function
     86 GO:0005622	intracellular
     86 GO:0044424	obsolete intracellular part
     89 GO:0005575	cellular_component
     89 GO:0005623	obsolete cell
     89 GO:0008150	biological_process
     89 GO:0044464	obsolete cell part
