      1 GO:0000001	mitochondrion inheritance
      1 GO:0061088	regulation of sequestering of zinc ion
      1 GO:0061113	pancreas morphogenesis
      1 GO:0061118	regulation of positive chemotaxis to cAMP
      1 GO:0061138	morphogenesis of a branching epithelium
      1 GO:0061158	3'-UTR-mediated mRNA destabilization
      1 GO:0061163	endoplasmic reticulum polarization
      1 GO:0061164	transitional endoplasmic reticulum polarization at cell division site
      1 GO:0061165	endoplasmic reticulum localization involved in endoplasmic reticulum polarization at cell division site
      1 GO:0061166	establishment of endoplasmic reticulum localization involved in endoplasmic reticulum polarization at cell division site
      1 GO:0061171	establishment of bipolar cell polarity
      1 GO:0061383	trabecula morphogenesis
      1 GO:0061384	heart trabecula morphogenesis
      1 GO:0061389	regulation of direction of cell growth
      1 GO:0061402	positive regulation of transcription from RNA polymerase II promoter in response to acidic pH
      1 GO:0061412	positive regulation of transcription from RNA polymerase II promoter in response to amino acid starvation
      1 GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia
      1 GO:0061502	early endosome to recycling endosome transport
      1 GO:0061526	acetylcholine secretion
      1 GO:0061573	actin filament bundle retrograde transport
      1 GO:0061606	N-terminal protein amino acid propionylation
      1 GO:0061615	glycolytic process through fructose-6-phosphate
      1 GO:0061620	glycolytic process through glucose-6-phosphate
      1 GO:0061621	canonical glycolysis
      1 GO:0061626	pharyngeal arch artery morphogenesis
      1 GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding
      1 GO:0061631	ubiquitin conjugating enzyme activity
      1 GO:0061635	regulation of protein complex stability
      1 GO:0061646	positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization
      1 GO:0061656	SUMO conjugating enzyme activity
      1 GO:0061684	chaperone-mediated autophagy
      1 GO:0061687	detoxification of inorganic compound
      1 GO:0061718	glucose catabolic process to pyruvate
      1 GO:0061732	mitochondrial acetyl-CoA biosynthetic process from pyruvate
      1 GO:0061733	peptide-lysine-N-acetyltransferase activity
      1 GO:0061738	late endosomal microautophagy
      1 GO:0061741	chaperone-mediated protein transport involved in chaperone-mediated autophagy
      1 GO:0061744	motor behavior
      1 GO:0061762	CAMKK-AMPK signaling cascade
      1 GO:0061775	cohesin ATPase activity
      1 GO:0061780	mitotic cohesin loading
      1 GO:0061802	anterior cell cortex
      1 GO:0061820	telomeric D-loop disassembly
      1 GO:0061821	telomeric D-loop binding
      1 GO:0061836	intranuclear rod
      1 GO:0061860	DNA clamp unloader activity
      1 GO:0061951	establishment of protein localization to plasma membrane
      1 GO:0061988	karyosome formation
      1 GO:0062022	mitotic cohesin ssDNA (lagging strand) loading
      1 GO:0062037	D-loop DNA binding
      1 GO:0065005	protein-lipid complex assembly
      1 GO:0070062	extracellular exosome
      1 GO:0070069	cytochrome complex
      1 GO:0070125	mitochondrial translational elongation
      1 GO:0070142	synaptic vesicle budding
      1 GO:0070161	anchoring junction
      1 GO:0070166	enamel mineralization
      1 GO:0070182	DNA polymerase binding
      1 GO:0070187	shelterin complex
      1 GO:0070194	synaptonemal complex disassembly
      1 GO:0070197	meiotic attachment of telomere to nuclear envelope
      1 GO:0070202	regulation of establishment of protein localization to chromosome
      1 GO:0070203	regulation of establishment of protein localization to telomere
      1 GO:0070207	protein homotrimerization
      1 GO:0070208	protein heterotrimerization
      1 GO:0070209	ASTRA complex
      1 GO:0070210	Rpd3L-Expanded complex
      1 GO:0070227	lymphocyte apoptotic process
      1 GO:0070231	T cell apoptotic process
      1 GO:0070262	peptidyl-serine dephosphorylation
      1 GO:0070265	necrotic cell death
      1 GO:0070286	axonemal dynein complex assembly
      1 GO:0070300	phosphatidic acid binding
      1 GO:0070309	lens fiber cell morphogenesis
      1 GO:0070344	regulation of fat cell proliferation
      1 GO:0070350	regulation of white fat cell proliferation
      1 GO:0070365	hepatocyte differentiation
      1 GO:0070403	NAD+ binding
      1 GO:0070408	carbamoyl phosphate metabolic process
      1 GO:0070409	carbamoyl phosphate biosynthetic process
      1 GO:0070419	nonhomologous end joining complex
      1 GO:0070452	positive regulation of ergosterol biosynthetic process
      1 GO:0070476	rRNA (guanine-N7)-methylation
      1 GO:0070510	regulation of histone H4-K20 methylation
      1 GO:0070512	positive regulation of histone H4-K20 methylation
      1 GO:0070528	protein kinase C signaling
      1 GO:0070530	K63-linked polyubiquitin modification-dependent protein binding
      1 GO:0070531	BRCA1-A complex
      1 GO:0070548	L-glutamine aminotransferase activity
      1 GO:0070567	cytidylyltransferase activity
      1 GO:0070570	regulation of neuron projection regeneration
      1 GO:0070572	positive regulation of neuron projection regeneration
      1 GO:0070577	lysine-acetylated histone binding
      1 GO:0070601	centromeric sister chromatid cohesion
      1 GO:0070613	regulation of protein processing
      1 GO:0070648	formin-nucleated actin cable
      1 GO:0070649	formin-nucleated actin cable assembly
      1 GO:0070650	actin filament bundle distribution
      1 GO:0070661	leukocyte proliferation
      1 GO:0070676	intralumenal vesicle formation
      1 GO:0070682	proteasome regulatory particle assembly
      1 GO:0070726	cell wall assembly
      1 GO:0070733	protein adenylyltransferase activity
      1 GO:0070781	response to biotin
      1 GO:0070786	positive regulation of growth of unicellular organism as a thread of attached cells
      1 GO:0070821	tertiary granule membrane
      1 GO:0070829	heterochromatin maintenance
      1 GO:0070840	dynein complex binding
      1 GO:0070851	growth factor receptor binding
      1 GO:0070864	sperm individualization complex
      1 GO:0070865	investment cone
      1 GO:0070867	mating projection tip membrane
      1 GO:0070879	fungal-type cell wall beta-glucan metabolic process
      1 GO:0070880	fungal-type cell wall beta-glucan biosynthetic process
      1 GO:0070901	mitochondrial tRNA methylation
      1 GO:0070903	mitochondrial tRNA thio-modification
      1 GO:0070914	UV-damage excision repair
      1 GO:0070918	production of small RNA involved in gene silencing by RNA
      1 GO:0070936	protein K48-linked ubiquitination
      1 GO:0070937	CRD-mediated mRNA stability complex
      1 GO:0070940	dephosphorylation of RNA polymerase II C-terminal domain
      1 GO:0070966	nuclear-transcribed mRNA catabolic process, no-go decay
      1 GO:0070979	protein K11-linked ubiquitination
      1 GO:0070989	oxidative demethylation
      1 GO:0070990	snRNP binding
      1 GO:0070991	medium-chain-acyl-CoA dehydrogenase activity
      1 GO:0070997	neuron death
      1 GO:0071000	response to magnetism
      1 GO:0071008	U2-type post-mRNA release spliceosomal complex
      1 GO:0071020	post-spliceosomal complex
      1 GO:0071021	U2-type post-spliceosomal complex
      1 GO:0071029	nuclear ncRNA surveillance
      1 GO:0071030	nuclear mRNA surveillance of spliceosomal pre-mRNA splicing
      1 GO:0071031	nuclear mRNA surveillance of mRNA 3'-end processing
      1 GO:0071033	nuclear retention of pre-mRNA at the site of transcription
      1 GO:0071034	CUT catabolic process
      1 GO:0071035	nuclear polyadenylation-dependent rRNA catabolic process
      1 GO:0071038	nuclear polyadenylation-dependent tRNA catabolic process
      1 GO:0071042	nuclear polyadenylation-dependent mRNA catabolic process
      1 GO:0071043	CUT metabolic process
      1 GO:0071046	nuclear polyadenylation-dependent ncRNA catabolic process
      1 GO:0071047	polyadenylation-dependent mRNA catabolic process
      1 GO:0071049	nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription
      1 GO:0071072	negative regulation of phospholipid biosynthetic process
      1 GO:0071107	response to parathyroid hormone
      1 GO:0071108	protein K48-linked deubiquitination
      1 GO:0071139	resolution of recombination intermediates
      1 GO:0071164	RNA trimethylguanosine synthase activity
      1 GO:0071203	WASH complex
      1 GO:0071204	histone pre-mRNA 3'end processing complex
      1 GO:0071208	histone pre-mRNA DCP binding
      1 GO:0071249	cellular response to nitrate
      1 GO:0071262	regulation of translational initiation in response to starvation
      1 GO:0071264	positive regulation of translational initiation in response to starvation
      1 GO:0071265	L-methionine biosynthetic process
      1 GO:0071267	L-methionine salvage
      1 GO:0071268	homocysteine biosynthetic process
      1 GO:0071285	cellular response to lithium ion
      1 GO:0071342	regulation of establishment of actomyosin contractile ring localization
      1 GO:0071346	cellular response to interferon-gamma
      1 GO:0071357	cellular response to type I interferon
      1 GO:0071359	cellular response to dsRNA
      1 GO:0071365	cellular response to auxin stimulus
      1 GO:0071371	cellular response to gonadotropin stimulus
      1 GO:0071372	cellular response to follicle-stimulating hormone stimulus
      1 GO:0071374	cellular response to parathyroid hormone stimulus
      1 GO:0071377	cellular response to glucagon stimulus
      1 GO:0071379	cellular response to prostaglandin stimulus
      1 GO:0071380	cellular response to prostaglandin E stimulus
      1 GO:0071390	cellular response to ecdysone
      1 GO:0071400	cellular response to oleic acid
      1 GO:0071424	rRNA (cytosine-N4-)-methyltransferase activity
      1 GO:0071425	hematopoietic stem cell proliferation
      1 GO:0071431	tRNA-containing ribonucleoprotein complex export from nucleus
      1 GO:0071439	clathrin complex
      1 GO:0071474	cellular hyperosmotic response
      1 GO:0071475	cellular hyperosmotic salinity response
      1 GO:0071481	cellular response to X-ray
      1 GO:0071489	cellular response to red or far red light
      1 GO:0071490	cellular response to far red light
      1 GO:0071494	cellular response to UV-C
      1 GO:0071498	cellular response to fluid shear stress
      1 GO:0071520	actomyosin contractile ring assembly actin filament bundle convergence
      1 GO:0071526	semaphorin-plexin signaling pathway
      1 GO:0071535	RING-like zinc finger domain binding
      1 GO:0071543	diphosphoinositol polyphosphate metabolic process
      1 GO:0071545	inositol phosphate catabolic process
      1 GO:0071563	Myo2p-Vac17p-Vac8p transport complex
      1 GO:0071564	npBAF complex
      1 GO:0071565	nBAF complex
      1 GO:0071566	UFM1 activating enzyme activity
      1 GO:0071585	detoxification of cadmium ion
