      1 GO:0000001	mitochondrion inheritance
      1 GO:0061412	positive regulation of transcription from RNA polymerase II promoter in response to amino acid starvation
      1 GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia
      1 GO:0061478	response to platelet aggregation inhibitor
      1 GO:0061492	asymmetric protein localization to old or new spindle pole body
      1 GO:0061502	early endosome to recycling endosome transport
      1 GO:0061509	asymmetric protein localization to old mitotic spindle pole body
      1 GO:0061573	actin filament bundle retrograde transport
      1 GO:0061608	nuclear import signal receptor activity
      1 GO:0061615	glycolytic process through fructose-6-phosphate
      1 GO:0061620	glycolytic process through glucose-6-phosphate
      1 GO:0061621	canonical glycolysis
      1 GO:0061626	pharyngeal arch artery morphogenesis
      1 GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding
      1 GO:0061631	ubiquitin conjugating enzyme activity
      1 GO:0061635	regulation of protein complex stability
      1 GO:0061656	SUMO conjugating enzyme activity
      1 GO:0061684	chaperone-mediated autophagy
      1 GO:0061718	glucose catabolic process to pyruvate
      1 GO:0061732	mitochondrial acetyl-CoA biosynthetic process from pyruvate
      1 GO:0061733	peptide-lysine-N-acetyltransferase activity
      1 GO:0061738	late endosomal microautophagy
      1 GO:0061741	chaperone-mediated protein transport involved in chaperone-mediated autophagy
      1 GO:0061744	motor behavior
      1 GO:0061762	CAMKK-AMPK signaling cascade
      1 GO:0061775	cohesin ATPase activity
      1 GO:0061780	mitotic cohesin loading
      1 GO:0061802	anterior cell cortex
      1 GO:0061820	telomeric D-loop disassembly
      1 GO:0061821	telomeric D-loop binding
      1 GO:0061836	intranuclear rod
      1 GO:0061856	Golgi calcium ion transmembrane transport
      1 GO:0061951	establishment of protein localization to plasma membrane
      1 GO:0061988	karyosome formation
      1 GO:0062022	mitotic cohesin ssDNA (lagging strand) loading
      1 GO:0062037	D-loop DNA binding
      1 GO:0065005	protein-lipid complex assembly
      1 GO:0070025	carbon monoxide binding
      1 GO:0070026	nitric oxide binding
      1 GO:0070069	cytochrome complex
      1 GO:0070142	synaptic vesicle budding
      1 GO:0070161	anchoring junction
      1 GO:0070166	enamel mineralization
      1 GO:0070187	shelterin complex
      1 GO:0070194	synaptonemal complex disassembly
      1 GO:0070197	meiotic attachment of telomere to nuclear envelope
      1 GO:0070198	protein localization to chromosome, telomeric region
      1 GO:0070200	establishment of protein localization to telomere
      1 GO:0070202	regulation of establishment of protein localization to chromosome
      1 GO:0070203	regulation of establishment of protein localization to telomere
      1 GO:0070208	protein heterotrimerization
      1 GO:0070210	Rpd3L-Expanded complex
      1 GO:0070227	lymphocyte apoptotic process
      1 GO:0070231	T cell apoptotic process
      1 GO:0070265	necrotic cell death
      1 GO:0070280	pyridoxal binding
      1 GO:0070304	positive regulation of stress-activated protein kinase signaling cascade
      1 GO:0070309	lens fiber cell morphogenesis
      1 GO:0070316	regulation of G0 to G1 transition
      1 GO:0070317	negative regulation of G0 to G1 transition
      1 GO:0070370	cellular heat acclimation
      1 GO:0070401	NADP+ binding
      1 GO:0070413	trehalose metabolism in response to stress
      1 GO:0070414	trehalose metabolism in response to heat stress
      1 GO:0070452	positive regulation of ergosterol biosynthetic process
      1 GO:0070458	cellular detoxification of nitrogen compound
      1 GO:0070476	rRNA (guanine-N7)-methylation
      1 GO:0070528	protein kinase C signaling
      1 GO:0070545	PeBoW complex
      1 GO:0070548	L-glutamine aminotransferase activity
      1 GO:0070567	cytidylyltransferase activity
      1 GO:0070570	regulation of neuron projection regeneration
      1 GO:0070572	positive regulation of neuron projection regeneration
      1 GO:0070573	metallodipeptidase activity
      1 GO:0070613	regulation of protein processing
      1 GO:0070648	formin-nucleated actin cable
      1 GO:0070649	formin-nucleated actin cable assembly
      1 GO:0070650	actin filament bundle distribution
      1 GO:0070661	leukocyte proliferation
      1 GO:0070671	response to interleukin-12
      1 GO:0070676	intralumenal vesicle formation
      1 GO:0070678	preprotein binding
      1 GO:0070723	response to cholesterol
      1 GO:0070726	cell wall assembly
      1 GO:0070733	protein adenylyltransferase activity
      1 GO:0070735	protein-glycine ligase activity
      1 GO:0070781	response to biotin
      1 GO:0070785	negative regulation of growth of unicellular organism as a thread of attached cells
      1 GO:0070786	positive regulation of growth of unicellular organism as a thread of attached cells
      1 GO:0070821	tertiary granule membrane
      1 GO:0070829	heterochromatin maintenance
      1 GO:0070840	dynein complex binding
      1 GO:0070843	misfolded protein transport
      1 GO:0070851	growth factor receptor binding
      1 GO:0070864	sperm individualization complex
      1 GO:0070865	investment cone
      1 GO:0070867	mating projection tip membrane
      1 GO:0070879	fungal-type cell wall beta-glucan metabolic process
      1 GO:0070880	fungal-type cell wall beta-glucan biosynthetic process
      1 GO:0070893	transposon integration
      1 GO:0070901	mitochondrial tRNA methylation
      1 GO:0070903	mitochondrial tRNA thio-modification
      1 GO:0070922	small RNA loading onto RISC
      1 GO:0070936	protein K48-linked ubiquitination
      1 GO:0070937	CRD-mediated mRNA stability complex
      1 GO:0070940	dephosphorylation of RNA polymerase II C-terminal domain
      1 GO:0070966	nuclear-transcribed mRNA catabolic process, no-go decay
      1 GO:0070988	demethylation
      1 GO:0070990	snRNP binding
      1 GO:0070991	medium-chain-acyl-CoA dehydrogenase activity
      1 GO:0070997	neuron death
      1 GO:0071000	response to magnetism
      1 GO:0071001	U4/U6 snRNP
      1 GO:0071008	U2-type post-mRNA release spliceosomal complex
      1 GO:0071048	nuclear retention of unspliced pre-mRNA at the site of transcription
      1 GO:0071072	negative regulation of phospholipid biosynthetic process
      1 GO:0071107	response to parathyroid hormone
      1 GO:0071139	resolution of recombination intermediates
      1 GO:0071163	DNA replication preinitiation complex assembly
      1 GO:0071164	RNA trimethylguanosine synthase activity
      1 GO:0071203	WASH complex
      1 GO:0071204	histone pre-mRNA 3'end processing complex
      1 GO:0071208	histone pre-mRNA DCP binding
      1 GO:0071244	cellular response to carbon dioxide
      1 GO:0071249	cellular response to nitrate
      1 GO:0071256	translocon complex
      1 GO:0071261	Ssh1 translocon complex
      1 GO:0071285	cellular response to lithium ion
      1 GO:0071312	cellular response to alkaloid
      1 GO:0071313	cellular response to caffeine
      1 GO:0071342	regulation of establishment of actomyosin contractile ring localization
      1 GO:0071349	cellular response to interleukin-12
      1 GO:0071356	cellular response to tumor necrosis factor
      1 GO:0071357	cellular response to type I interferon
      1 GO:0071365	cellular response to auxin stimulus
      1 GO:0071371	cellular response to gonadotropin stimulus
      1 GO:0071372	cellular response to follicle-stimulating hormone stimulus
      1 GO:0071374	cellular response to parathyroid hormone stimulus
      1 GO:0071379	cellular response to prostaglandin stimulus
      1 GO:0071380	cellular response to prostaglandin E stimulus
      1 GO:0071390	cellular response to ecdysone
      1 GO:0071415	cellular response to purine-containing compound
      1 GO:0071424	rRNA (cytosine-N4-)-methyltransferase activity
      1 GO:0071425	hematopoietic stem cell proliferation
      1 GO:0071431	tRNA-containing ribonucleoprotein complex export from nucleus
      1 GO:0071439	clathrin complex
      1 GO:0071447	cellular response to hydroperoxide
      1 GO:0071468	cellular response to acidic pH
      1 GO:0071483	cellular response to blue light
      1 GO:0071489	cellular response to red or far red light
      1 GO:0071490	cellular response to far red light
      1 GO:0071494	cellular response to UV-C
      1 GO:0071498	cellular response to fluid shear stress
      1 GO:0071513	phosphopantothenoylcysteine decarboxylase complex
      1 GO:0071520	actomyosin contractile ring assembly actin filament bundle convergence
      1 GO:0071526	semaphorin-plexin signaling pathway
      1 GO:0071535	RING-like zinc finger domain binding
      1 GO:0071543	diphosphoinositol polyphosphate metabolic process
      1 GO:0071545	inositol phosphate catabolic process
      1 GO:0071559	response to transforming growth factor beta
      1 GO:0071560	cellular response to transforming growth factor beta stimulus
      1 GO:0071563	Myo2p-Vac17p-Vac8p transport complex
      1 GO:0071564	npBAF complex
      1 GO:0071565	nBAF complex
      1 GO:0071566	UFM1 activating enzyme activity
      1 GO:0071599	otic vesicle development
      1 GO:0071600	otic vesicle morphogenesis
      1 GO:0071617	lysophospholipid acyltransferase activity
      1 GO:0071649	regulation of chemokine (C-C motif) ligand 5 production
      1 GO:0071651	positive regulation of chemokine (C-C motif) ligand 5 production
      1 GO:0071671	regulation of smooth muscle cell chemotaxis
      1 GO:0071672	negative regulation of smooth muscle cell chemotaxis
      1 GO:0071688	striated muscle myosin thick filament assembly
      1 GO:0071722	detoxification of arsenic-containing substance
      1 GO:0071772	response to BMP
      1 GO:0071773	cellular response to BMP stimulus
      1 GO:0071786	endoplasmic reticulum tubular network organization
      1 GO:0071805	potassium ion transmembrane transport
      1 GO:0071816	tail-anchored membrane protein insertion into ER membrane
      1 GO:0071817	MMXD complex
      1 GO:0071825	protein-lipid complex subunit organization
      1 GO:0071849	G1 cell cycle arrest in response to nitrogen starvation
      1 GO:0071851	mitotic G1 cell cycle arrest in response to nitrogen starvation
      1 GO:0071887	leukocyte apoptotic process
      1 GO:0071921	cohesin loading
      1 GO:0071922	regulation of cohesin loading
      1 GO:0071926	endocannabinoid signaling pathway
      1 GO:0071933	Arp2/3 complex binding
      1 GO:0071940	fungal-type cell wall assembly
      1 GO:0071941	nitrogen cycle metabolic process
      1 GO:0071960	maintenance of mitotic sister chromatid cohesion, centromeric
      1 GO:0071962	mitotic sister chromatid cohesion, centromeric
      1 GO:0071976	cell gliding
      1 GO:0072006	nephron development
      1 GO:0072175	epithelial tube formation
      1 GO:0072318	clathrin coat disassembly
      1 GO:0072321	chaperone-mediated protein transport
      1 GO:0072334	UDP-galactose transmembrane transport
      1 GO:0072349	modified amino acid transmembrane transporter activity
      1 GO:0072350	tricarboxylic acid metabolic process
